LSOA11CD,LSOA11NM,area_num,imd2004,imd2007,imd2010,imd2015,imd2019,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,population_2020,population_2021,population_2022,PTAL_Value_2005,PTAL_Value_2007,PTAL_Value_2015,PTAL_Value_2010,PTAL_Value_2023,PTAL_Value_2012,PTAL_Value_2014,PTAL_Value_2019,PTAL_Value_2020,PTAL_Category_2005,PTAL_Category_2007,PTAL_Category_2015,PTAL_Category_2010,PTAL_Category_2023,PTAL_Category_2012,PTAL_Category_2014,PTAL_Category_2019,PTAL_Category_2020,median_price_2014,median_price_2015,dist_to_nle_station,dist_to_bre_station,treatment,dist,ptal_baseline,imd_baseline,geometry,distance,weights,subclass
E01003101,Lambeth 003A,116478.6629433427,42.9,39.34,33.24,29.031,28.222,1585,1623,1483,1515,1525,1525,1584,1541,1580,1534,1428,1419,32.598886,34.501513,43.76,33.492414,37.799161,32.782413,37.730703,43.934204,43.935381,6a,6a,6b,6a,6a,6a,6a,6b,6b,411500,467437.5,969.7446231615212,16152.792909818852,1,969.7446231615212,37.730703,33.24,"list(list(c(531228.218999859, 531238.562999979, 531311.595000008, 531272.880000138, 531223.541000111, 531161.001000109, 531186.520000049, 531111.091999918, 531088.039000089, 531112.99999985, 531048.462000034, 531104.676999866, 531120.197999939, 531180.981000064, 531160.084000045, 531146.967999911, 531099.001000009, 531079.729999987, 530994.787000115, 530970.31499987, 530862.870000106, 530781.785999992, 530816.86099997, 530797.886000066, 530853.069000034, 530873.319999888, 531006.652999865, 531127.292999912, 
531211.423000086, 531225.257999939, 531228.218999859, 178060.41699996, 177971.906000104, 177891.159000104, 177851.313999995, 177859.607999966, 177812.999999956, 177795.511000029, 177655.956, 177671.599000115, 177777.000000024, 177879.114999883, 177923.662000009, 177885.832000044, 177915.988000036, 177951.881000057, 177979.959000137, 177953.999999966, 178022.1969999, 178004.922000096, 177883.811999857, 177859.511000142, 177988.016999913, 178034.903000064, 178094.4399999, 178109.130999946, 178113.574000049, 
178131.999999914, 178152.072999899, 178257.248, 178105.094999967, 178060.41699996)))",0.029959449384896746,1,11
E01003102,Lambeth 004A,168842.73978571594,45.22,38.37,29.82,29.32,25.93,1745,1704,1787,1817,1769,1732,1802,1805,1832,1832,1771,1749,44.518627,48.035431,48.9786,36.738276,40.830417,39.780998,44.883786,47.152335,47.152335,6b,6b,6b,6a,6b,6a,6b,6b,6b,507500,556500,510.4591717587678,16594.296194483308,1,510.4591717587678,44.883786,29.82,"list(list(c(530816.860999932, 530781.78599994, 530862.87, 530834.075000061, 530813.571999909, 530725.067000127, 530749.999999971, 530590.133999983, 530602.744000126, 530526.595000077, 530512.496999938, 530461.699000041, 530411.121999972, 530426.891999964, 530319.000000095, 530310.85, 530347.979999877, 530364.43800006, 530537.48500002, 530752.356000079, 530797.885999973, 530816.860999932, 178034.902999885, 177988.017000122, 177859.51099992, 177814.01200009, 177761.010999881, 177732.881999927, 177638.999999929, 
177574.113000028, 177759.981000116, 177760.95599992, 177683.451000002, 177670.562000118, 177694.305999945, 177810.708000028, 177821.999999979, 177828.148999889, 177983.266999955, 178043.751000013, 178033.334000063, 178082.887999981, 178094.439999972, 178034.902999885)))",0.028089588126402772,1,12
E01003104,Lambeth 004C,81827.63157413714,29.19,27.5,25.24,28.056,24.638,1627,1586,1653,1662,1617,1604,1619,1660,1674,1615,1731,1705,29.233942,28.432667,33.1821,26.471053,32.026771,24.789623,28.863945,34.266029,34.05016,6a,6a,6a,6a,6a,5,6a,6a,6a,385000,450000,299.72701903414986,16843.12926776821,1,299.72701903414986,28.863945,25.24,"list(list(c(530471.654000122, 530648.197999879, 530634.001000091, 530620.505000097, 530712.999999908, 530736.875999997, 530714.99999999, 530662.944000053, 530612.540999921, 530547.803000105, 530521.50700005, 530433.793999897, 530400.812999983, 530416.510999909, 530320.59699991, 530320.538000076, 530373.234000081, 530371.700000019, 530355.309999949, 530349.400000083, 530384.143000077, 530364.531999881, 530396.81499997, 530363.924999996, 530349.748999996, 530319.354000003, 530329.39300002, 530366.999999878, 
530486.000000124, 530471.654000122, 177541.693000051, 177460.924999881, 177434.000000077, 177408.360000014, 177364.000000038, 177387.002000103, 177352.000000061, 177267.508000034, 177296.626999937, 177331.008000063, 177334.565999965, 177334.115000051, 177237.702999926, 177125.07399996, 177117.497, 177156.893999998, 177153.124000003, 177178.075999968, 177231.525000102, 177237.478999954, 177271.483000107, 177318.358000034, 177385.122999916, 177387.001000028, 177464.141999961, 177458.962000027, 177538.110999876, 
177633, 177574.999999938, 177541.693000051)))",0.025192393816173646,1,13
E01003105,Lambeth 003B,97918.95663095638,38.97,42.2,38.93,31.856,29.263,1681,1744,1818,1848,1827,1872,1920,1928,1911,1864,1762,1741,24.141916,21.684057,34.266,22.942609,29.441322,22.048261,28.809589,32.813555,34.618469,5,5,6a,5,6a,5,6a,6a,6a,401102,597500,1201.4687982178234,16167.22094323263,1,1201.4687982178234,28.809589,38.93,"list(list(c(530869.00000007, 530872.12299989, 530879.33400005, 530907.87199997, 531023.11000013, 531053.453, 531089.40599993, 531118.11900008, 531139.01499992, 531142.97900006, 531155, 531104.63900006, 531098.79100013, 531152.31199988, 531127.79599988, 531023.50400006, 531000.00000002, 531068.20699988, 531109.75399994, 531088.78199996, 531021.84599999, 531016.87799999, 530958.16599995, 530908.92600005, 530921.39899997, 530865.89699996, 530804.78700005, 530724.28199996, 530748.00000011, 530791.40800001, 
530756.87799998, 530728.73699996, 530676.00000002, 530615, 530636.28199994, 530725.36400012, 530752.19100005, 530817.18300002, 530869.00000007, 178541.99999995, 178540.20399991, 178550.5009999, 178568.65100011, 178525.81900012, 178506.25400011, 178525.53999994, 178496.86400005, 178520.04599998, 178463.99999992, 178419.99999991, 178420.33799995, 178394.37999988, 178374.12200005, 178363.99100011, 178381.7779999, 178393.99999999, 178251.94499989, 178183.87799989, 178170.57600007, 178240.79000011, 178288.13400007, 
178301.83499995, 178289.87600011, 178310.66500003, 178327.55000002, 178325.1210001, 178329.70800013, 178422.00000007, 178443.72999994, 178513.8079999, 178429.22399992, 178446.0000001, 178463.00000011, 178517.94800008, 178514.57799994, 178617.64699993, 178574.66800006, 178541.99999995)))",0.033426882400777916,1,14
E01003109,Lambeth 003E,263726.8245391818,43.85,40.82,38.1,33.113,27.59,2262,2377,2526,2590,2727,2790,2862,2924,2981,3087,2757,3045,38.828957,40.369667,40.5233,31.34,31.242819,32.40876,36.782553,39.496405,42.049641,6a,6b,6b,6a,6a,6a,6a,6a,6b,462750,478625,773.9829206074966,16371.97993950875,1,773.9829206074966,36.782553,38.1,"list(list(c(530676.000000106, 530728.737000115, 530756.877999883, 530791.408000049, 530748.000000107, 530724.281999981, 530804.786999925, 530865.896999811, 530921.399000137, 530908.926000091, 530900.000000151, 530910.679000026, 530964.699999811, 531010.374, 531006.652999875, 530873.320000091, 530853.069000183, 530797.886000081, 530752.355999999, 530537.485000106, 530364.438000125, 530288.221999942, 530259.848000051, 530244.308, 530297.300000016, 530333.900000144, 530478.700000188, 530486.11299986, 
530540.000000147, 530593.00000019, 530696.00100012, 530636.281999895, 530615.00000002, 530676.000000106, 178445.999999932, 178429.223999886, 178513.807999833, 178443.730000056, 178422.000000187, 178329.708000043, 178325.120999843, 178327.550000165, 178310.665000035, 178289.876000019, 178274.99999993, 178190.80700007, 178176.901000028, 178177.787000172, 178131.999999886, 178113.574000159, 178109.131000066, 178094.439999936, 178082.888000057, 178033.334000064, 178043.751000005, 178078.049999864, 178099.053000034, 
178108.409000097, 178209.700000142, 178210.099999972, 178727.699999936, 178725.725999918, 178711.000000148, 178695.000000063, 178651.00000002, 178517.948000139, 178462.999999975, 178445.999999932)))",0.03308877059139218,1,15
E01003121,Lambeth 006B,61565.10903875157,38.07,43.16,36.39,35.773,32.792,1625,1642,1644,1653,1553,1512,1522,1538,1527,1484,1561,1511,13.192996,14.779356,15.0396,16.375,21.066468,15.048476,13.730472,20.521094,19.600808,3,3,4,4,5,4,3,5,4,275750,386000,156.9623312161871,17478.109418542062,1,156.9623312161871,13.730472,36.39,"list(list(c(530101.073000036, 530133.851000063, 530163.630999913, 530135.892999966, 530124.185999921, 530087.999999925, 529990.000000031, 529996.60699993, 529958.680000031, 529903.668000087, 529931.999999954, 529985.634999906, 530007.362999928, 530024.421999978, 530088.815999981, 530146.172999999, 530101.073000036, 177020.537000081, 177008.72899991, 177046.635999925, 176907.60500001, 176881.114999967, 176771, 176798.000000078, 176821.78500007, 176852.795999994, 176878.846999993, 176932.000000077, 
177073.06, 177134.248000082, 177183.237, 177163.219000072, 177145.390000049, 177020.537000081)))",0.03131108696376434,1,16
E01003122,Lambeth 004D,98684.45506522804,34.01,31.71,27.96,27.218,25.76,1832,2011,2039,2091,2062,2101,2112,2101,2119,2075,1909,1891,9.915311,11.957409,11.1862,11.740455,17.384917,10.501539,10.830635,15.077389,14.839591,2,3,3,3,4,3,3,4,3,425513.25,536250,38.34190784016202,17516.430536827516,1,38.34190784016202,10.830635,27.96,"list(list(c(529849.774999905, 529837.218999991, 529742.733999889, 529689.812999954, 529690.347000043, 529829.796999871, 529864.258999906, 529915.063000025, 530063.688000046, 530047.847999965, 530025.336999873, 530024.422000122, 530007.363000058, 529985.634999869, 529931.999999872, 529903.668000049, 529899.262999907, 529849.774999905, 176788.759000113, 176768.352, 176819.184999997, 176836.984000086, 176843.219000018, 177158.516000087, 177260.666999877, 177346.984, 177290.703000057, 177247.711000052, 
177186.630000015, 177183.237000045, 177134.248000129, 177073.060000041, 176932.00000007, 176878.84699995, 176870.751000018, 176788.759000113)))",0.026237492537092014,1,17
E01003123,Lambeth 006C,144962.73147834,29.27,32.48,25.05,23.161,19.16,1500,1565,1609,1565,1618,1658,1634,1631,1642,1648,1621,1615,16.837561,18.578462,20.2283,18.995185,23.545132,20.002023,17.922169,23.926118,23.107737,4,4,5,4,5,5,4,5,5,476125.5,636170,218.4679255288946,17313.195074425457,1,218.4679255288946,17.922169,25.05,"list(list(c(530339.956000083, 530371.206999882, 530356.775999842, 530342.131999871, 530332.456000129, 530332.500999948, 530307.649999937, 530287.73999982, 530281.999999836, 530195.360000029, 530191.910000014, 530124.999999941, 530226.925000107, 530136.914999881, 530116.137000052, 530071.299000119, 530017.596000068, 530033.709999905, 529921.313000067, 529887.278999938, 529869.209000125, 529837.219000118, 529849.775000078, 529899.262999871, 529903.668000184, 529958.679999872, 529996.607000169, 529990.000000033, 
530088.000000045, 530124.186000158, 530135.89299982, 530163.630999931, 530133.850999927, 530101.073000172, 530146.172999944, 530187.18499984, 530173.688000083, 530240.000000094, 530254.710999829, 530339.956000083, 177051.423000003, 176972.951000135, 176914.802999972, 176860.98799997, 176849.830000091, 176778.649999899, 176746.801000038, 176774.583999968, 176734.999999909, 176742.090999926, 176733.504999939, 176616.000000026, 176527.269000049, 176491.177000034, 176419.07899992, 176407.434, 176494.929000056, 
176632.112999932, 176720.249999939, 176708.9829999, 176730.771999818, 176768.351999922, 176788.759000121, 176870.750999927, 176878.847000082, 176852.795999857, 176821.784999952, 176797.999999891, 176771.000000057, 176881.115000107, 176907.605000025, 177046.636000086, 177008.728999872, 177020.536999882, 177145.39, 177132.640999824, 177070.766000113, 177063.051999929, 177061.339999939, 177051.423000003)))",0.02485442479299225,1,18
E01003124,Lambeth 006D,79903.45993351797,35.19,37.15,30.74,35.036,29.873,1457,1489,1558,1493,1483,1501,1486,1454,1482,1450,1382,1392,20.838659,22.692753,25.4205,23.386316,24.908274,25.090259,22.167705,25.802521,25.13466,5,5,6a,5,5,6a,5,6a,6a,306687.5,317500,412.0530576757421,17060.759275059696,1,412.0530576757421,22.167705,30.74,"list(list(c(530398.772000017, 530428.663999985, 530463.82600008, 530470.410999996, 530581.94299995, 530620.460999942, 530628.968, 530565.901999989, 530548.000000071, 530545.999999936, 530510.340999991, 530471.119000084, 530417.085000101, 530419.000000103, 530360.881999925, 530308.169000098, 530191.91, 530195.359999927, 530282.000000033, 530287.740000097, 530307.65000006, 530332.500999934, 530332.456000006, 530342.13199997, 530356.775999978, 530371.206999988, 530339.956000075, 530398.772000017, 177040.259999929, 
177036.248000013, 177040.037000044, 177039.402999994, 177032.08800002, 177021.72399996, 176960.505000065, 176981.861000083, 176866.999999928, 176746.000000064, 176742.898999909, 176744.643000095, 176765.933999974, 176736.999999893, 176637.658999903, 176636.831000077, 176733.505000037, 176742.091000077, 176734.999999977, 176774.583999946, 176746.800999975, 176778.649999908, 176849.830000045, 176860.988000095, 176914.80299993, 176972.950999989, 177051.422999923, 177040.259999929)))",0.028068145276687922,1,19
E01003125,Lambeth 006E,72619.26503869146,42.19,47.15,43.46,37.759,30.312,1761,1739,1839,1849,1833,1829,1810,1810,1796,1753,1800,1776,17.831312,20.143343,22.0857,21.845,22.69814,22.879363,21.228311,24.266669,23.803144,4,5,5,5,5,5,5,5,5,275000,314550,569.2983375865016,16762.321867723247,1,569.2983375865016,21.228311,43.46,"list(list(c(530791.911000059, 530731.388000098, 530684.99300007, 530659.568000125, 530564.389999914, 530546.000000031, 530548.000000125, 530565.901999956, 530628.968000021, 530708.225999876, 530741.60300006, 530786.433000073, 530740.949999882, 530593.583000056, 530691.957000044, 530721.754999974, 530802.771999874, 530865.965999969, 530898.195999969, 530871.975999923, 530791.911000059, 176962.059000007, 176870.194000066, 176792.857000027, 176748.792000092, 176747.599000007, 176746, 176867.000000021, 
176981.86099994, 176960.505000034, 176949.091000033, 176995.597999961, 177036.447999885, 177094.82099989, 177187.669000008, 177250.728, 177233.689000002, 177187.638999985, 177151.74600012, 177133.450000023, 177084.961000115, 176962.059000007)))",0.036446385555515715,1,20
E01003126,Lambeth 008D,98826.80468062777,40.9,39.36,32.66,35.614,28.68,1547,1541,1557,1549,1544,1545,1515,1495,1535,1502,1687,1709,24.617188,27.044195,31.3618,28.628696,27.979863,30.444272,26.442015,30.560712,30.279292,5,6a,6a,6a,6a,6a,6a,6a,6a,301000,382500.5,623.0083388933984,17074.49651361503,1,623.0083388933984,26.442015,32.66,"list(list(c(530471.119000023, 530510.341000002, 530545.999999992, 530564.390000019, 530659.568000055, 530706.339, 530641.65700011, 530668.469000077, 530582.232999868, 530543.478999875, 530495.999999951, 530453.142999984, 530369.993999973, 530357.68399986, 530306.260000055, 530232.444999956, 530226.925000123, 530125, 530191.909999919, 530308.1689999, 530360.882000054, 530419.000000142, 530417.085000006, 530471.119000023, 176744.643000031, 176742.898999889, 176745.999999893, 176747.599000135, 176748.791999905, 
176712.600000125, 176575.001999916, 176544.964000144, 176528.434999964, 176550.667999875, 176495.000000101, 176524.238000091, 176550.363000078, 176486.195999979, 176465.21700003, 176525.208999868, 176527.268999903, 176616.000000133, 176733.504999979, 176636.830999892, 176637.658999867, 176736.999999874, 176765.93399997, 176744.643000031)))",0.029313453195005983,1,21
E01003127,Lambeth 010E,135491.7761169374,38.34,36.48,28.96,28.25,26.097,1799,1745,1706,1698,1790,1786,1797,1826,1789,1774,2116,2106,24.937833,25.342606,29.9984,27.8764,27.523098,28.533712,25.226449,30.402132,30.280845,5,6a,6a,6a,6a,6a,6a,6a,6a,349250,485000,911.0149287522348,16950.508355424772,1,911.0149287522348,25.226449,28.96,"list(list(c(530888.745999985, 530894.021999888, 530927.938000119, 530900.955000142, 530854.037999871, 530757.873000062, 530719.985000073, 530643.178999997, 530636.034999997, 530604.276000038, 530544.980000135, 530504.905999943, 530495.999999881, 530543.479000049, 530582.232999941, 530668.469000086, 530641.656999909, 530706.338999862, 530888.745999985, 176562.134999975, 176446.003999855, 176267.124999969, 176256.649999971, 176235.90999999, 176165.254999974, 176119.815, 176258.902999995, 176271.018999891, 
176324.882999923, 176426.983999933, 176486.093999908, 176494.999999969, 176550.668000066, 176528.434999928, 176544.963999909, 176575.002000076, 176712.6, 176562.134999975)))",0.027125255617918297,1,22
E01003128,Lambeth 008E,86797.40420795046,46,44.68,36.54,41.645,34.369,1511,1496,1508,1507,1496,1529,1514,1516,1558,1530,1608,1611,21.092994,22.204411,25.1733,25.875,26.836468,24.306899,21.808216,28.764973,28.722348,5,5,6a,6a,6a,5,5,6a,6a,356250,341000,831.8086239542653,17338.09433242534,1,831.8086239542653,21.808216,36.54,"list(list(c(530504.906, 530440.724999945, 530427.757999954, 530346.436999962, 530328.896999952, 530292.645000103, 530234.928999984, 530221.622000073, 530138.001000042, 530096.106000104, 530134.000000068, 530071.299, 530116.136999916, 530136.915000091, 530226.925000024, 530232.444999899, 530306.259999956, 530357.684000009, 530369.993999974, 530453.142999923, 530495.999999918, 530504.906, 176486.093999903, 176402.463000028, 176379.527000037, 176259.636000047, 176234.067999929, 176190.716999935, 176216.245999921, 
176225.366000017, 176238.046999985, 176293.334000032, 176338.968999966, 176407.434000108, 176419.078999998, 176491.177000021, 176527.268999971, 176525.209000106, 176465.217000096, 176486.196000096, 176550.363000065, 176524.238000103, 176494.999999985, 176486.093999903)))",0.03162911159554589,1,23
E01003129,Lambeth 004E,85203.35923365876,31.68,29.78,26.6,24.533,24.33,1847,1785,1777,1757,1759,1737,1739,1762,1798,1746,1789,1743,18.266345,18.45839,22.0109,19.20875,22.729589,19.265678,18.727754,23.692894,23.097542,4,4,5,4,5,4,4,5,5,475000,442762.5,370.1748643557779,16898.042709887977,1,370.1748643557779,18.727754,26.6,"list(list(c(530740.950000021, 530786.433, 530741.603000059, 530708.225999919, 530628.968000049, 530620.46099996, 530581.942999973, 530470.411000032, 530463.826000013, 530428.663999985, 530416.511000009, 530400.813, 530433.794000021, 530521.507000087, 530547.802999954, 530612.541000083, 530662.943999931, 530691.957000037, 530593.583000023, 530740.950000021, 177094.820999939, 177036.447999955, 176995.598000037, 176949.091000031, 176960.50499996, 177021.723999906, 177032.087999957, 177039.403000038, 
177040.037000001, 177036.24800007, 177125.07399991, 177237.703000059, 177334.115000027, 177334.565999969, 177331.007999915, 177296.626999929, 177267.508000019, 177250.728000035, 177187.66899999, 177094.820999939)))",0.025684644609683612,1,24
E01003181,Lambeth 007A,81922.20743174106,42.88,42.73,39.57,39.845,37.286,1481,1461,1474,1506,1509,1466,1427,1444,1430,1379,1557,1474,20.865889,20.943393,23.1787,23.72,22.767405,22.996642,21.725259,25.842983,25.787336,5,5,5,5,5,5,5,6a,6a,432425,506250,865.3352402796708,16291.842261321242,1,865.3352402796708,21.725259,39.57,"list(list(c(531311.076999975, 531326.936000101, 531298.435999897, 531255.77900001, 531260.174999914, 531258.103000002, 531180.000000007, 531143.603000071, 531128.477999958, 531115.16000012, 531054.331999889, 531046.526999954, 531014.000000015, 530913.326999949, 530911.679999957, 530871.976, 530898.195999948, 530966.149000049, 531019.865999987, 531159.745999998, 531173.553999938, 531201.647999906, 531216.919000005, 531226.460999927, 531335.514999939, 531352.409, 531311.076999975, 177131.297000094, 
177074.482000021, 177065.931000058, 177050.613999941, 177019.090999997, 176956.375999949, 176935.999999985, 176937.776000082, 177111.717000021, 177071.516000053, 177071.528000068, 177020.692999992, 177018.001000092, 177028.890999886, 177067.366999882, 177084.960999952, 177133.450000049, 177154.776000059, 177162.391000033, 177183.360999911, 177185.469000109, 177189.758999919, 177257.296000052, 177317.378000015, 177311.505999915, 177248.95800006, 177131.297000094)))",0.03366254850955956,1,25
E01003185,Lambeth 007C,86428.33415731229,38.69,37.46,31.6,31.526,27.075,1667,1686,1713,1746,1734,1719,1681,1630,1620,1590,1879,1836,16.105952,16.276374,20.292,18.0265,18.632391,17.256435,17.598695,21.017687,20.91246,4,4,5,4,4,4,4,5,5,414455,497499.5,922.2515295988267,16548.033732801898,1,922.2515295988267,17.598695,31.6,"list(list(c(531128.478000014, 531143.602999963, 531180.000000027, 531175.330000022, 531228.30699989, 531215.786000037, 531105.372999965, 531105.731999965, 531068.000999922, 531071.204999919, 531033.028999933, 531025.680999891, 530945.9120001, 530911.999999958, 530892.00000011, 530939.270999906, 530950.070999923, 530902.736000038, 530913.327000086, 531013.999999989, 531046.526999915, 531054.331999903, 531115.160000069, 531128.478000014, 177111.717, 176937.776000096, 176935.999999948, 176836.536999924, 
176812.325999943, 176667.889999931, 176662.144, 176710.299999981, 176713.999999933, 176823.322999926, 176823.753999941, 176753.259999997, 176711.151999935, 176698.999999935, 176813.00000001, 176809.141000025, 176898.968999902, 176924.753999913, 177028.891000018, 177018.000999982, 177020.692999947, 177071.528000041, 177071.516000038, 177111.717)))",0.02845830823170816,1,26
E01003186,Lambeth 007D,208908.87121599354,34.01,33.61,27.92,25.312,19.78,1968,2265,2284,2380,2577,2630,2709,2775,2815,2821,2457,2440,18.913002,19.193618,20.7004,20.33875,20.834186,20.623757,19.414666,23.330569,23.094453,4,4,5,5,5,5,4,5,5,456250,500000,831.2493909859886,16606.881432765338,1,831.2493909859886,19.414666,27.92,"list(list(c(530950.071000154, 530939.271000074, 530892.000000095, 530912.000000032, 530945.912000014, 531025.680999822, 531033.029000043, 531071.204999988, 531068.000999816, 531105.732000044, 531105.372999924, 531215.785999861, 531211.070999981, 531211.51099994, 531253.115000172, 531229.699999974, 531193.499000088, 531190.876000081, 531050.252000151, 530929.306000046, 530927.938000203, 530894.022000087, 530888.74599989, 530706.33899989, 530659.567999828, 530684.993000026, 530731.38799981, 530791.910999895, 
530871.976000176, 530911.679999987, 530913.327000144, 530902.736000085, 530950.071000154, 176898.969000203, 176809.141000092, 176813.000000037, 176698.999999825, 176711.152000033, 176753.259999905, 176823.753999808, 176823.32300015, 176714.000000187, 176710.299999822, 176662.144000167, 176667.890000097, 176543.281000044, 176514.78700009, 176345.193999895, 176301.416999951, 176296.780999843, 176329.517999878, 176305.496999908, 176264.589, 176267.124999966, 176446.004000024, 176562.135000184, 176712.600000093, 
176748.792000088, 176792.856999826, 176870.193999867, 176962.059000061, 177084.961, 177067.367000191, 177028.89100005, 176924.754000144, 176898.969000203)))",0.02641292816849534,1,27
E01004562,Wandsworth 002B,665026.1493310565,33.25,28.1,28.57,27.536,29.861,1768,1859,1807,1854,1872,1970,2409,2624,2900,3188,5549,6031,12.660663,12.500776,12.2579,11.360313,14.997439,10.543863,11.89927,14.197865,14.197865,3,3,3,3,3,3,3,3,3,472525,755993.75,124.40049256343872,17246.934382979285,1,124.40049256343872,11.89927,28.57,"list(list(c(530196.227999795, 530119.500000153, 529954.998999923, 529915.063000296, 529864.258999922, 529829.797000096, 529690.347000156, 529689.813000203, 529685.999999814, 529639.762000137, 529630.037000012, 529639.736000374, 529662.686999988, 529639.991999648, 529590.003999811, 529521.307000321, 529493.131000155, 529388.125000087, 529323.790999781, 529293.313000303, 529246.377999748, 529220.101999642, 529248.13700029, 529168.219000206, 529249.682000164, 529302.791999754, 529308.759999693, 529355.360000356, 
529452.943000385, 529470.886000236, 529415.431999634, 529507.203999631, 529507.999999874, 529428.45199981, 529259.700000028, 529236.45800024, 529274.891000146, 529223.000000128, 529377.000000284, 529324.99999998, 529339.999999845, 529292.983000097, 529349.988000042, 529435.500000142, 529439.600000028, 529466.799999628, 529478.399999832, 529804.699999747, 529891.200000127, 530048.343999896, 530064.24900029, 530144.557999696, 530196.227999795, 177828.764999691, 177542.249999738, 177454.700999963, 177346.983999758, 
177260.666999823, 177158.516000306, 176843.218999639, 176836.983999722, 176791.718999717, 176757.82299985, 176675.896000193, 176668.374999798, 176636.479999695, 176573.040999772, 176514.580999728, 176524.845000267, 176552.713999869, 176419.750000206, 176400.641999874, 176346.907, 176365.405999663, 176401.011999894, 176416.408000315, 176517.717000306, 176648.951999867, 176678.182999672, 176672.960000232, 176772.265000337, 176762.758000011, 176788.033000343, 176824.00000023, 176788.654999733, 176823.000000239, 
176923.81500009, 177118.788000331, 177145.620000249, 177232.075000354, 177297.001000382, 177446.000000027, 177455.999999937, 177531.000000033, 177538.426000193, 177616.049000217, 177620.900000072, 177588.699999744, 177591.000000265, 177630.299999677, 177734.500000129, 177822.600000029, 177894.558, 177859.047000004, 177846.314000098, 177828.764999691)))",0.026596009867175672,1,28
E01004567,Wandsworth 002E,117447.5377581194,42.23,44.23,42.78,36.656,31.614,2335,2409,2364,2446,2449,2501,2527,2532,2477,2457,2369,2332,4.335477,6.52985,5.71263,5.034167,13.11685,5.462018,5.159429,11.242099,11.242099,1b,2,2,2,3,2,2,3,3,385750,409250,740.9156657680064,18182.205576099204,1,740.9156657680064,5.159429,42.78,"list(list(c(529428.45199997, 529507.999999882, 529507.204000017, 529415.432000122, 529470.886000118, 529452.943000105, 529355.359999999, 529308.760000109, 529302.791999918, 529265.615000095, 529203.000000135, 529138.00000003, 529183.488000045, 529088.000000118, 529171.692000142, 529116.946999959, 529199.611000083, 529141.17000007, 529198.156000128, 529222.999999975, 529274.891000128, 529236.457999849, 529259.700000019, 529428.45199997, 176923.815000009, 176823.000000142, 176788.655000095, 176823.999999947, 
176788.033000021, 176762.758000017, 176772.265000059, 176672.96, 176678.183000075, 176725.503000062, 176697.000000088, 176791.999999953, 176836.632000119, 176996.00000007, 177053.453999989, 177140.976999881, 177187.730999984, 177267.160999984, 177292.587000125, 177297.001, 177232.074999925, 177145.620000025, 177118.787999941, 176923.815000009)))",0.03544572463805003,1,29
E01004737,Westminster 024C,82237.01504567824,21.7,19,18.52,21.555,20.233,1304,1345,1413,1393,1416,1430,1414,1465,1464,1500,1239,1255,31.285924,30.379804,34.2711,30.318,30.287995,29.878157,32.25406,33.175023,33.150257,6a,6a,6a,6a,6a,6a,6a,6a,6a,1296250,1100000,725.5811035713654,17303.489129886875,1,725.5811035713654,32.25406,18.52,"list(list(c(530035.882000009, 529934.835999994, 529886.374000103, 529840.853000113, 529787.442999959, 529736.999999994, 529728.661999979, 529651.870999991, 529717.175999977, 529775.868000069, 529790.721999948, 529747.000000073, 529771.363999997, 529669.843000072, 529739.596999985, 529851.604000066, 529955.973000049, 530035.882000009, 178246.99600002, 178129.697999928, 178129.841999959, 178059.984000036, 178019.095000094, 177996, 178022.624999919, 178210.693999989, 178252.108000097, 178192.978000091, 
178206.595000019, 178249.999999977, 178346.805000085, 178376.379999978, 178455.633, 178370.05700001, 178295.716999889, 178246.99600002)))",0.021974058166243957,1,30
E01004738,Westminster 024D,86012.1081652753,20.49,15.86,14.28,14.999,9.473,1357,1396,1503,1541,1700,1777,1777,1789,1879,1894,2044,2147,20.078888,21.757209,22.3783,19.465926,17.971259,21.881936,21.511212,18.537253,18.522441,5,5,5,4,4,5,5,4,4,755000,915352.75,684.5867104389537,17428.550663189257,1,684.5867104389537,21.511212,14.28,"list(list(c(529651.870999935, 529728.661999941, 529737.000000064, 529787.442999897, 529840.853000024, 529886.373999939, 529934.836, 529752.800000012, 529375.375000033, 529375.387999962, 529427.686000031, 529415.605999945, 529459.10400005, 529527.037999959, 529531.605000009, 529597.000000095, 529572.987000055, 529549.879999928, 529546.382000104, 529532.015000134, 529449.61699996, 529404.000000123, 529429.549999862, 529436.636000089, 529395.813999972, 529387.77099991, 529368.047999918, 529354.741, 
529426.177000068, 529496.013999884, 529568.367999999, 529557.235999863, 529578.152000028, 529607.933000092, 529606.361999865, 529642.99099994, 529651.870999935, 178210.693999914, 178022.625000034, 177995.999999856, 178019.095000139, 178059.984000068, 178129.841999903, 178129.69800002, 177958.100000034, 177850.092000026, 177883.082000066, 177899.655000094, 177944.64000006, 177944.0000001, 177957.492999938, 177929.100999936, 177950.000000128, 178005.278999924, 178082.563000047, 178084.382999961, 178154.950000027, 
178129.779999929, 178116.00000012, 178055.522000113, 178032.974999915, 178018.341999993, 178048.273999945, 178121.733000112, 178171.287000006, 178244.095999955, 178265.873000034, 178290.125999877, 178199.281000019, 178192.09100007, 178220.924999977, 178302.444999974, 178277.429000017, 178210.693999914)))",0.019927219367284026,1,31
